I, [2016-10-27T17:36:31.238180 #15720]  INFO -- : Started GET "/locations/visited_locations" for 127.0.0.1 at 2016-10-27 17:36:31 -0700
F, [2016-10-27T17:37:27.509162 #11548] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T17:37:27.509662 #11548] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T17:37:27.509662 #11548] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T17:37:27.509662 #11548] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T17:37:27.510162 #11548] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T17:37:27.510162 #11548] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T17:37:27.510162 #11548] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T17:37:27.510162 #11548] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T17:37:27.510162 #11548] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T17:37:27.510662 #11548] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T17:37:27.510662 #11548] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T17:37:27.510662 #11548] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T17:37:27.510662 #11548] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T17:37:27.511162 #11548] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T17:37:27.511162 #11548] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T17:37:27.511162 #11548] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T17:37:27.511162 #11548] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T17:37:27.511663 #11548] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T17:37:27.511663 #11548] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T17:37:27.511663 #11548] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T17:37:27.511663 #11548] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T17:37:27.512162 #11548] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T17:37:27.512162 #11548] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
F, [2016-10-27T17:37:27.512162 #11548] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T17:37:30.132659 #11548]  INFO -- : Started GET "/locations" for 127.0.0.1 at 2016-10-27 17:37:30 -0700
I, [2016-10-27T17:37:30.134661 #11548]  INFO -- : Processing by LocationsController#index as HTML
I, [2016-10-27T17:37:30.217218 #11548]  INFO -- : Completed 500 Internal Server Error in 82ms (ActiveRecord: 0.0ms)
F, [2016-10-27T17:37:30.219720 #11548] FATAL -- :   
F, [2016-10-27T17:37:30.219720 #11548] FATAL -- : ActiveRecord::StatementInvalid (SQLite3::SQLException: no such table: locations: SELECT "locations".* FROM "locations"):
F, [2016-10-27T17:37:30.220207 #11548] FATAL -- :   
F, [2016-10-27T17:37:30.220207 #11548] FATAL -- : app/controllers/locations_controller.rb:7:in `index'
I, [2016-10-27T17:37:32.368437 #11548]  INFO -- : Started GET "/locations" for 127.0.0.1 at 2016-10-27 17:37:32 -0700
I, [2016-10-27T17:37:32.370438 #11548]  INFO -- : Processing by LocationsController#index as HTML
I, [2016-10-27T17:37:32.372440 #11548]  INFO -- : Completed 500 Internal Server Error in 2ms (ActiveRecord: 0.0ms)
F, [2016-10-27T17:37:32.374441 #11548] FATAL -- :   
F, [2016-10-27T17:37:32.374441 #11548] FATAL -- : ActiveRecord::StatementInvalid (SQLite3::SQLException: no such table: locations: SELECT "locations".* FROM "locations"):
F, [2016-10-27T17:37:32.374942 #11548] FATAL -- :   
F, [2016-10-27T17:37:32.374942 #11548] FATAL -- : app/controllers/locations_controller.rb:7:in `index'
I, [2016-10-27T20:37:24.716443 #11004]  INFO -- : Migrating to CreateLocations (20120927210553)
I, [2016-10-27T20:47:23.055167 #16380]  INFO -- : Started GET "/assets/rails.png" for 127.0.0.1 at 2016-10-27 20:47:23 -0700
F, [2016-10-27T20:47:23.089780 #16380] FATAL -- :   
F, [2016-10-27T20:47:23.089780 #16380] FATAL -- : ActionController::RoutingError (No route matches [GET] "/assets/rails.png"):
F, [2016-10-27T20:47:23.089780 #16380] FATAL -- :   
F, [2016-10-27T20:47:23.089780 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:53:in `call'
F, [2016-10-27T20:47:23.089780 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T20:47:23.089780 #16380] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T20:47:23.089780 #16380] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T20:47:23.089780 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T20:47:23.089780 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T20:47:23.089780 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T20:47:23.089780 #16380] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-27T20:47:23.089780 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T20:47:23.089780 #16380] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T20:47:23.089780 #16380] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T20:47:23.089780 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T20:47:23.090781 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T20:47:23.090781 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T20:47:23.090781 #16380] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T20:47:23.090781 #16380] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T20:47:23.090781 #16380] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T20:47:23.090781 #16380] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T20:47:23.090781 #16380] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T20:47:23.090781 #16380] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T20:47:33.921106 #16380]  INFO -- : Started GET "/locations" for 127.0.0.1 at 2016-10-27 20:47:33 -0700
I, [2016-10-27T20:47:33.922107 #16380]  INFO -- : Processing by LocationsController#index as HTML
I, [2016-10-27T20:47:34.090112 #16380]  INFO -- :   Rendering locations/index.html.haml within layouts/application
I, [2016-10-27T20:47:34.150734 #16380]  INFO -- :   Rendered locations/index.html.haml within layouts/application (53.6ms)
I, [2016-10-27T20:47:34.154737 #16380]  INFO -- : Completed 200 OK in 233ms (Views: 163.9ms | ActiveRecord: 0.0ms)
I, [2016-10-27T20:47:34.178751 #16380]  INFO -- : Started GET "/stylesheets/application.css" for 127.0.0.1 at 2016-10-27 20:47:34 -0700
F, [2016-10-27T20:47:34.179753 #16380] FATAL -- :   
F, [2016-10-27T20:47:34.179753 #16380] FATAL -- : ActionController::RoutingError (No route matches [GET] "/stylesheets/application.css"):
F, [2016-10-27T20:47:34.179753 #16380] FATAL -- :   
F, [2016-10-27T20:47:34.179753 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:53:in `call'
F, [2016-10-27T20:47:34.180754 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T20:47:34.180754 #16380] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T20:47:34.180754 #16380] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T20:47:34.180754 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T20:47:34.180754 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T20:47:34.180754 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T20:47:34.180754 #16380] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-27T20:47:34.181754 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T20:47:34.181754 #16380] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T20:47:34.181754 #16380] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T20:47:34.181754 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T20:47:34.181754 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T20:47:34.181754 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T20:47:34.181754 #16380] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T20:47:34.181754 #16380] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T20:47:34.181754 #16380] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T20:47:34.181754 #16380] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T20:47:34.181754 #16380] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T20:47:34.181754 #16380] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T20:47:34.186758 #16380]  INFO -- : Started GET "/assets/maps/OpenLayers.js" for 127.0.0.1 at 2016-10-27 20:47:34 -0700
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- :   
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- : ActionController::RoutingError (No route matches [GET] "/assets/maps/OpenLayers.js"):
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- :   
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:53:in `call'
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T20:47:34.187759 #16380] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T20:47:34.188759 #16380] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T20:47:34.188759 #16380] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T20:47:34.188759 #16380] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T20:47:34.188759 #16380] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T20:47:34.229068 #16380]  INFO -- : Started GET "/assets/maps/locations.js" for 127.0.0.1 at 2016-10-27 20:47:34 -0700
F, [2016-10-27T20:47:34.229068 #16380] FATAL -- :   
F, [2016-10-27T20:47:34.230068 #16380] FATAL -- : ActionController::RoutingError (No route matches [GET] "/assets/maps/locations.js"):
F, [2016-10-27T20:47:34.230068 #16380] FATAL -- :   
F, [2016-10-27T20:47:34.230068 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:53:in `call'
F, [2016-10-27T20:47:34.230068 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T20:47:34.230068 #16380] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T20:47:34.230068 #16380] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T20:47:34.230068 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T20:47:34.230068 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T20:47:34.230068 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T20:47:34.230068 #16380] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-27T20:47:34.230068 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T20:47:34.230068 #16380] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T20:47:34.230068 #16380] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T20:47:34.230068 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T20:47:34.231068 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T20:47:34.231068 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T20:47:34.231068 #16380] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T20:47:34.231068 #16380] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T20:47:34.231068 #16380] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T20:47:34.231068 #16380] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T20:47:34.231068 #16380] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T20:47:34.231068 #16380] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T20:47:34.309628 #16380]  INFO -- : Started GET "/javascripts/application.js" for 127.0.0.1 at 2016-10-27 20:47:34 -0700
F, [2016-10-27T20:47:34.310628 #16380] FATAL -- :   
F, [2016-10-27T20:47:34.310628 #16380] FATAL -- : ActionController::RoutingError (No route matches [GET] "/javascripts/application.js"):
F, [2016-10-27T20:47:34.310628 #16380] FATAL -- :   
F, [2016-10-27T20:47:34.310628 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:53:in `call'
F, [2016-10-27T20:47:34.310628 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T20:47:34.310628 #16380] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T20:47:34.311129 #16380] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T20:47:34.311129 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T20:47:34.311129 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T20:47:34.311129 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T20:47:34.311129 #16380] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-27T20:47:34.311129 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T20:47:34.311129 #16380] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T20:47:34.311629 #16380] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T20:47:34.311629 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T20:47:34.311629 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T20:47:34.311629 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T20:47:34.311629 #16380] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T20:47:34.311629 #16380] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T20:47:34.311629 #16380] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T20:47:34.311629 #16380] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T20:47:34.311629 #16380] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T20:47:34.312130 #16380] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T20:47:34.337148 #16380]  INFO -- : Started GET "/assets/maps/OpenLayers.js" for 127.0.0.1 at 2016-10-27 20:47:34 -0700
F, [2016-10-27T20:47:34.338149 #16380] FATAL -- :   
F, [2016-10-27T20:47:34.338149 #16380] FATAL -- : ActionController::RoutingError (No route matches [GET] "/assets/maps/OpenLayers.js"):
F, [2016-10-27T20:47:34.338149 #16380] FATAL -- :   
F, [2016-10-27T20:47:34.338149 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:53:in `call'
F, [2016-10-27T20:47:34.338149 #16380] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T20:47:34.338149 #16380] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T20:47:34.338149 #16380] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T20:47:34.338149 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T20:47:34.338149 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T20:47:34.338149 #16380] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T20:47:34.338149 #16380] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
